id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1400881901129273346,1400881901129273346,2021-06-04 23:57:27 IST,2021-06-04,23:57:27,+0530,1228758322230128640,mezzala_10,H.,,Pedri is better than Thiago,en,[],[],[],4,0,5,[],[],https://twitter.com/mezzala_10/status/1400881901129273346,False,,0,,,,,,,,[],,,,
1400879593095983107,1400878589365559298,2021-06-04 23:48:16 IST,2021-06-04,23:48:16,+0530,1228758322230128640,mezzala_10,H.,,@nachiket_nanoti Oyarzabal and Pedri in the 2nd half,en,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1400879593095983107,False,,0,,,,,,,,[],,,,
1400878215170707457,1400878215170707457,2021-06-04 23:42:48 IST,2021-06-04,23:42:48,+0530,1228758322230128640,mezzala_10,H.,,I've had enough. Bring on Pedri @LUISENRIQUE21,en,"[{'screen_name': 'luisenrique21', 'name': 'luisenrique', 'id': '26330200'}]",[],[],0,0,3,[],[],https://twitter.com/mezzala_10/status/1400878215170707457,False,,0,,,,,,,,[],,,,
1400370738280886272,1400359586515750913,2021-06-03 14:06:16 IST,2021-06-03,14:06:16,+0530,1228758322230128640,mezzala_10,H.,,@nachiket_nanoti No need to scapegoat Pedri like that,en,[],[],[],1,0,0,[],[],https://twitter.com/mezzala_10/status/1400370738280886272,False,,0,,,,,,,,[],,,,
1397642465541165057,1397635484269039621,2021-05-27 01:25:05 IST,2021-05-27,01:25:05,+0530,1228758322230128640,mezzala_10,H.,,@AttackOnAbyan Lost control the moment pedri was subbed off 👀,en,[],[],[],1,0,0,[],[],https://twitter.com/mezzala_10/status/1397642465541165057,False,,0,,,,,,,,"[{'screen_name': 'AttackOnAbyan', 'name': 'Abyan (inactive again)', 'id': '1231946198749241344'}]",,,,
1397582597522296836,1397576353550008320,2021-05-26 21:27:11 IST,2021-05-26,21:27:11,+0530,1228758322230128640,mezzala_10,H.,,@saltyfarsan Koeman had benched Griezmann for pedri in his first ever Clasico.,da,[],[],[],0,0,1,[],[],https://twitter.com/mezzala_10/status/1397582597522296836,False,,0,,,,,,,,[],,,,
1396775006915289092,1396775006915289092,2021-05-24 15:58:07 IST,2021-05-24,15:58:07,+0530,1228758322230128640,mezzala_10,H.,,Pedri's starting for sure,en,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1396775006915289092,False,https://twitter.com/GSpanishFN/status/1396773246582808584,0,,,,,,,,[],,,,
1396774643885772800,1396774643885772800,2021-05-24 15:56:40 IST,2021-05-24,15:56:40,+0530,1228758322230128640,mezzala_10,H.,,Lucho and Pedri hive here we go!,en,[],[],[],0,0,5,[],[],https://twitter.com/mezzala_10/status/1396774643885772800,False,https://twitter.com/theMadridZone/status/1396772519944798208,0,,,,,,,,[],,,,
1353389772048265216,1353389772048265216,2021-01-24 22:40:41 IST,2021-01-24,22:40:41,+0530,1228758322230128640,mezzala_10,H.,,Pedri is love,ht,[],[],[],0,0,7,[],[],https://twitter.com/mezzala_10/status/1353389772048265216,False,,0,,,,,,,,[],,,,
1349339674255314944,1349289533859237892,2021-01-13 18:27:02 IST,2021-01-13,18:27:02,+0530,1228758322230128640,mezzala_10,H.,,"@dnxir10 @mo_fasih @Frenkietiempo Iniesta &gt; pjanic Roberto &gt; dest  Funny you mention pedri, because a lot of the credit also goes to Koeman for showing faith in him.   He has also been able to produce dembele's best version.  Not to.mention the football we play is sooo much better.",en,[],[],[],1,0,0,[],[],https://twitter.com/mezzala_10/status/1349339674255314944,False,,0,,,,,,,,"[{'screen_name': 'Frenkietiempo', 'name': 'Utsav Singh', 'id': '944073458572443649'}]",,,,
1347885698926354432,1347874644766822409,2021-01-09 18:09:27 IST,2021-01-09,18:09:27,+0530,1228758322230128640,mezzala_10,H.,,"@bot_barca Look, it's not like Koeman is refusing to play ALL youngsters in the squad. Pedri, araujo, Mingueza, dest, even Dembele have become regulars under him.  His only problem has been with Riqui (for reasons I don't know), and if he wants a player, we should give him that.",en,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1347885698926354432,False,,0,,,,,,,,"[{'screen_name': 'bot_barca', 'name': 'Barca Bot', 'id': '1126788088691294208'}]",,,,
1347883654861574144,1347874644766822409,2021-01-09 18:01:20 IST,2021-01-09,18:01:20,+0530,1228758322230128640,mezzala_10,H.,,"@bot_barca Expensive? Gini will cost like 5 mil lol. And he's better than Alena/ilaix/whoever.  Plus, he will only be a sub to pedri (if he continues to perform), and not a starter.",en,[],[],[],1,0,0,[],[],https://twitter.com/mezzala_10/status/1347883654861574144,False,,0,,,,,,,,"[{'screen_name': 'bot_barca', 'name': 'Barca Bot', 'id': '1126788088691294208'}]",,,,
1347533181805711363,1347518610420371457,2021-01-08 18:48:41 IST,2021-01-08,18:48:41,+0530,1228758322230128640,mezzala_10,H.,,@Cule_Adi @bl33dwhite Pedro Gonzalez Lopez hai vaise,fr,[],[],[],1,0,0,[],[],https://twitter.com/mezzala_10/status/1347533181805711363,False,,0,,,,,,,,"[{'screen_name': 'Cule_Adi', 'name': 'aditya', 'id': '738264309571198976'}]",,,,
1347037776949112838,1347037776949112838,2021-01-07 10:00:07 IST,2021-01-07,10:00:07,+0530,1228758322230128640,mezzala_10,H.,,"Please link me messi, pedri, and dembele's comps",en,[],[],[],1,0,2,[],[],https://twitter.com/mezzala_10/status/1347037776949112838,False,,0,,,,,,,,[],,,,
1346919733325557762,1346919733325557762,2021-01-07 02:11:03 IST,2021-01-07,02:11:03,+0530,1228758322230128640,mezzala_10,H.,,Pedri is fucking generational,en,[],[],[],0,1,2,[],[],https://twitter.com/mezzala_10/status/1346919733325557762,False,,0,,,,,,,,[],,,,
1346714808217812992,1346714808217812992,2021-01-06 12:36:45 IST,2021-01-06,12:36:45,+0530,1228758322230128640,mezzala_10,H.,,Pedro Gonzalez Lopez.,eu,[],[],[],1,0,2,[],[],https://twitter.com/mezzala_10/status/1346714808217812992,False,https://twitter.com/rtjenky/status/1346623169050849283,0,,,,,,,,[],,,,
1346134134113136641,1346134134113136641,2021-01-04 22:09:22 IST,2021-01-04,22:09:22,+0530,1228758322230128640,mezzala_10,H.,,"He was the sporting director for only one year and in that time, he got us pjanic and pedri + got rid of suarez, Vidal, and Rakitic.  Pretty impressive, if you ask me.",en,[],[],[],4,0,2,[],[],https://twitter.com/mezzala_10/status/1346134134113136641,False,https://twitter.com/Frenkietiempo/status/1346089088433025025,0,,,,,,,,[],,,,
1345828005424185344,1345828005424185344,2021-01-04 01:52:55 IST,2021-01-04,01:52:55,+0530,1228758322230128640,mezzala_10,H.,,Pedri with trash finishing. Iniesta regen fr,en,[],[],[],1,0,5,[],[],https://twitter.com/mezzala_10/status/1345828005424185344,False,,0,,,,,,,,[],,,,
1343989482521935874,1343989482521935874,2020-12-30 00:07:17 IST,2020-12-30,00:07:17,+0530,1228758322230128640,mezzala_10,H.,,Andres Pedro Gonzalez Iniesta,es,[],[],[],0,0,2,[],[],https://twitter.com/mezzala_10/status/1343989482521935874,False,,0,,,,,,,,[],,,,
1342880035686891522,1342879397636784128,2020-12-26 22:38:44 IST,2020-12-26,22:38:44,+0530,1228758322230128640,mezzala_10,H.,,@postmyloann Pedri 👀,es,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1342880035686891522,False,,0,,,,,,,,[],,,,
1341451754550951936,1341450624676708358,2020-12-23 00:03:15 IST,2020-12-23,00:03:15,+0530,1228758322230128640,mezzala_10,H.,,"""He has been our best midfielder alongside pedri""  Bacha kaun fir? 😭",en,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1341451754550951936,False,,0,,,,,,,,[],,,,
1340347510108274688,1340346541240766464,2020-12-19 22:55:23 IST,2020-12-19,22:55:23,+0530,1228758322230128640,mezzala_10,H.,,"@ftblAbyy @babarismoo2 @ToniKroos This season is a write-off anyway. I'm happy with the smaller things, namely Pedri balling.",en,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1340347510108274688,False,,0,,,,,,,,"[{'screen_name': 'ToniKroos', 'name': 'Toni Kroos', 'id': '330446733'}]",,,,
1339321778955382786,1339321778955382786,2020-12-17 02:59:30 IST,2020-12-17,02:59:30,+0530,1228758322230128640,mezzala_10,H.,,Pedri...,es,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1339321778955382786,False,,0,,,,,,,,[],,,,
1339313554151923715,1339313554151923715,2020-12-17 02:26:49 IST,2020-12-17,02:26:49,+0530,1228758322230128640,mezzala_10,H.,,Messi's willingness to exchange quick 1-2s with Pedri &gt;&gt;&gt;&gt;,en,[],[],[],0,0,7,[],[],https://twitter.com/mezzala_10/status/1339313554151923715,False,,0,,,,,,,,[],,,,
1339310751442472960,1339310751442472960,2020-12-17 02:15:40 IST,2020-12-17,02:15:40,+0530,1228758322230128640,mezzala_10,H.,,We need to talk about this fucking masterclass by Pedri btw,en,[],[],[],1,1,18,[],[],https://twitter.com/mezzala_10/status/1339310751442472960,False,,0,,,,,,,,[],,,,
1332237388412710912,1332236912153686016,2020-11-27 13:48:39 IST,2020-11-27,13:48:39,+0530,1228758322230128640,mezzala_10,H.,,@Cule_Adi Pedri,es,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1332237388412710912,False,,0,,,,,,,,"[{'screen_name': 'Cule_Adi', 'name': 'aditya', 'id': '738264309571198976'}]",,,,
1331544988023328769,1331544988023328769,2020-11-25 15:57:18 IST,2020-11-25,15:57:18,+0530,1228758322230128640,mezzala_10,H.,,"So I just watched the game, and all I want to say is that Pedri is fucking incredible.",en,[],[],[],4,0,2,[],[],https://twitter.com/mezzala_10/status/1331544988023328769,False,,0,,,,,,,,[],,,,
1326419018425765889,1326416529819389953,2020-11-11 12:28:32 IST,2020-11-11,12:28:32,+0530,1228758322230128640,mezzala_10,H.,,@mykesma Hmm. And Riqui's physique matters but Pedro's doesn't?,en,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1326419018425765889,False,,0,,,,,,,,"[{'screen_name': 'mykesma', 'name': 'empinism💢', 'id': '962474461'}]",,,,
1326276603404431360,1326209253330202629,2020-11-11 03:02:37 IST,2020-11-11,03:02:37,+0530,1228758322230128640,mezzala_10,H.,,@GoalAnalysis Pedro González López.,es,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1326276603404431360,False,,0,,,,,,,,"[{'screen_name': 'GoalAnalysis', 'name': 'Sam', 'id': '1257125298719600645'}]",,,,
1325157967952400385,1325157410806276097,2020-11-08 00:57:34 IST,2020-11-08,00:57:34,+0530,1228758322230128640,mezzala_10,H.,,@striplikepique Respect Pedro?,pt,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1325157967952400385,False,,0,,,,,,,,[],,,,
1325108674122035200,1325108674122035200,2020-11-07 21:41:41 IST,2020-11-07,21:41:41,+0530,1228758322230128640,mezzala_10,H.,,Pedri is our best player btw,en,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1325108674122035200,False,,0,,,,,,,,[],,,,
1325102101014310914,1325102101014310914,2020-11-07 21:15:34 IST,2020-11-07,21:15:34,+0530,1228758322230128640,mezzala_10,H.,,That pedri backheel 👀,en,[],[],[],1,0,5,[],[],https://twitter.com/mezzala_10/status/1325102101014310914,False,,0,,,,,,,,[],,,,
1325091153704677378,1325091153704677378,2020-11-07 20:32:04 IST,2020-11-07,20:32:04,+0530,1228758322230128640,mezzala_10,H.,,Y'all are not ready for this Grizou-Pedri linkup 🔥,en,[],[],[],1,0,2,[],[],https://twitter.com/mezzala_10/status/1325091153704677378,False,,0,,,,,,,,[],,,,
1322661015385862144,1322659503452561408,2020-11-01 03:35:34 IST,2020-11-01,03:35:34,+0530,1228758322230128640,mezzala_10,H.,,@90minutelife @abasu0819 @LaMasiaNostra Pedri is special + he actually suits the system.,en,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1322661015385862144,False,,0,,,,,,,,"[{'screen_name': '90minutelife', 'name': 'H.B', 'id': '815299393834205185'}, {'screen_name': 'abasu0819', 'name': 'Ayush', 'id': '4764615733'}, {'screen_name': 'LaMasiaNostra', 'name': 'ElJdP🎗️', 'id': '2445501402'}]",,,,
1321575234420400128,1321575234420400128,2020-10-29 03:41:04 IST,2020-10-29,03:41:04,+0530,1228758322230128640,mezzala_10,H.,,Gaspart got us Messi. Bartomeu got us Pedri.  I see a pattern here.,en,[],[],[],1,0,6,[],[],https://twitter.com/mezzala_10/status/1321575234420400128,False,,0,,,,,,,,[],,,,
1321562625013026817,1321562625013026817,2020-10-29 02:50:57 IST,2020-10-29,02:50:57,+0530,1228758322230128640,mezzala_10,H.,,Pedri 🥰,es,[],[],[],0,0,4,[],[],https://twitter.com/mezzala_10/status/1321562625013026817,False,,0,,,,,,,,[],,,,
1321521138237763584,1321521138237763584,2020-10-29 00:06:06 IST,2020-10-29,00:06:06,+0530,1228758322230128640,mezzala_10,H.,,Mats Luis Pedri,ht,[],[],[],0,0,1,[],[],https://twitter.com/mezzala_10/status/1321521138237763584,False,https://twitter.com/Barzaboy/status/1321519201983569923,0,,,,,,,,[],,,,
1320100697300348928,1320084333818937344,2020-10-25 02:01:47 IST,2020-10-25,02:01:47,+0530,1228758322230128640,mezzala_10,H.,,"@uapersonal @ElJuegoPosicion @SIippnJimmy @GoalAnalysis Koeman seems to prefer Pedri because of the goal scoring threat he offers (that Puig doesen't). However, Puig is certainly more mature and capable of playing that role.",en,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1320100697300348928,False,,0,,,,,,,,"[{'screen_name': 'uapersonal', 'name': '×', 'id': '1091062629865582594'}, {'screen_name': 'ElJuegoPosicion', 'name': 'ElJdP🎗️', 'id': '1126363306250448896'}, {'screen_name': 'SIippnJimmy', 'name': 'Walter', 'id': '1144182546261061632'}, {'screen_name': 'GoalAnalysis', 'name': 'Sam', 'id': '1257125298719600645'}]",,,,
1320016323766743040,1320016323766743040,2020-10-24 20:26:30 IST,2020-10-24,20:26:30,+0530,1228758322230128640,mezzala_10,H.,,"Pedri has been quiet today, but he's our best player in tight spaces (apart from Messi)",en,[],[],[],0,0,5,[],[],https://twitter.com/mezzala_10/status/1320016323766743040,False,,0,,,,,,,,[],,,,
1319987689626558465,1319987459648856064,2020-10-24 18:32:44 IST,2020-10-24,18:32:44,+0530,1228758322230128640,mezzala_10,H.,,@DemiTouche Pedri 🥰,es,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1319987689626558465,False,,0,,,,,,,,"[{'screen_name': 'DemiTouche', 'name': 'Matthew', 'id': '1194999389082796032'}]",,,,
1319878897219948544,1319876319325270016,2020-10-24 11:20:25 IST,2020-10-24,11:20:25,+0530,1228758322230128640,mezzala_10,H.,,@krish__17 Pedri better than all of them,en,[],[],[],1,0,0,[],[],https://twitter.com/mezzala_10/status/1319878897219948544,False,,0,,,,,,,,"[{'screen_name': 'krish__17', 'name': 'Krish', 'id': '1000824304454455297'}]",,,,
1319876319325270016,1319876319325270016,2020-10-24 11:10:11 IST,2020-10-24,11:10:11,+0530,1228758322230128640,mezzala_10,H.,,Pedri.,es,[],[],[],2,0,3,[],[],https://twitter.com/mezzala_10/status/1319876319325270016,False,https://twitter.com/BarcaWorldwide/status/1319871930401492992,0,,,,,,,,[],,,,
1319655842086436873,1319653112378912775,2020-10-23 20:34:05 IST,2020-10-23,20:34:05,+0530,1228758322230128640,mezzala_10,H.,,@mediocampistaa So you expect Pedri to tell Messi what he should be doing on the field?,en,[],[],[],1,0,1,[],[],https://twitter.com/mezzala_10/status/1319655842086436873,False,,0,,,,,,,,"[{'screen_name': 'mediocampistaa', 'name': 'Amka', 'id': '1286403220676329472'}]",,,,
1319311379241709568,1319310651391504384,2020-10-22 21:45:19 IST,2020-10-22,21:45:19,+0530,1228758322230128640,mezzala_10,H.,,@postmyloann Ansu  Pedri Riqui Frenkie,es,[],[],[],0,0,0,[],[],https://twitter.com/mezzala_10/status/1319311379241709568,False,,0,,,,,,,,[],,,,
