,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
23,1398380322589396997,1398380322589396997,1622234824000.0,2021-05-29 02:17:04,+0530,,Comment créer un site sur ⁦@NotionHQ⁩ #notion   https://t.co/suAnG860pb,fr,['notion'],[],39555082,39555082,shubs92i,Shubham SHARMA 💡 → 🚀,6,02,https://twitter.com/shubs92i/status/1398380322589396997,['https://youtu.be/chB5gBYwJkw'],[],0,,False,5,0,2,,#notion,,,,,,,[],,,,
24,1398354123796344832,1398354123796344832,1622228577000.0,2021-05-29 00:32:57,+0530,,@KeepProductive - 🗣not sure if you’ve covered @Clockify in a past #youtube episode. I happen to find them via a search to find a clock feature for #notion. Just their stand alone app seems worthy enough to #BETAtest it into my hospital media workflow.,en,"['youtube', 'notion', 'betatest']",[],1379006948431912961,1379006948431912961,tvgcompany,The Thomas Virtual Guide Co.,6,00,https://twitter.com/tvgcompany/status/1398354123796344832,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
25,1398349357544624129,1398349357544624129,1622227441000.0,2021-05-29 00:14:01,+0530,,"Ya está llegando el verano y el cuerpo lo sabe 💃  Momento de empezar a planear viajes, escapadas y nuevas aventuras. Y que mejor que hacerlo con esta pedazo de plantilla para planear tus viajes.   #Notion #notiontwt   👇   https://t.co/1zaAgMsrmK",es,"['notion', 'notiontwt']",[],1371169735971328009,1371169735971328009,notionologia,Notionología,6,00,https://twitter.com/notionologia/status/1398349357544624129,['https://notionologia.com/planifica-tu-viaje'],[],0,,False,9,0,1,,#notion,,,,,,,[],,,,
26,1398343270678208513,1398343270678208513,1622225990000.0,2021-05-28 23:49:50,+0530,,「HTML &amp; CSS 道場コース 中級編」コースを修了しました！ このコースで２日もかかっちゃったけど、すごく勉強になって楽しかった！次は公開Step！ #プログラミング初心者 #プログラミング初心者と繋がりたい #プログラミング #Progate #Notion,ja,"['プログラミング初心者', 'プログラミング初心者と繋がりたい', 'プログラミング', 'progate', 'notion']",[],1391424321201967104,1391424321201967104,Yorimichi_note,Yorimichi,5,23,https://twitter.com/Yorimichi_note/status/1398343270678208513,[],[],0,,False,22,0,0,,#notion,,,,,,,[],,,,
27,1398331488584695808,1398331488584695808,1622223181000.0,2021-05-28 23:03:01,+0530,,#Notion  急にテキスト入力の一文字目が変換にかからなくなった。。( TДT)  なんでだーーー！！ 早くなおしてくださーい🙏,ja,['notion'],[],448703199,448703199,chi_co72,ちぃ,5,23,https://twitter.com/chi_co72/status/1398331488584695808,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
28,1398313265436848129,1398313265436848129,1622218836000.0,2021-05-28 21:50:36,+0530,,撮影したのに、うまく撮影できてなかったーーー！撮り直します。。 #Notion  #YouTube,ja,"['notion', 'youtube']",[],1338489564042706950,1338489564042706950,Kuni_Channel_,くにちゃん@KuniChannel,5,21,https://twitter.com/Kuni_Channel_/status/1398313265436848129,[],[],0,,False,5,0,0,,#notion,,,,,,,[],,,,
29,1398310222821609472,1398310222821609472,1622218111000.0,2021-05-28 21:38:31,+0530,,zoomで打ち合わせしながら、notionでメモを。 形だけでも、出来る奴感を… 徐々に頑張っていきます！！ また、日曜日に試しに収録してみようって決まり、とてもドキドキ、ワクワクです！(hiroto) ＃ぼくぽか日記 ＃podcast ＃notion ＃zoom  https://t.co/HvSR93lxmD,ja,"['ぼくぽか日記', 'podcast', 'notion', 'zoom']",[],1396431895617884161,1396431895617884161,bokupoka_nikki,僕らのぽかぽか妄想日記,5,21,https://twitter.com/bokupoka_nikki/status/1398310222821609472,[],['https://pbs.twimg.com/media/E2fLu94VIAEqbks.jpg'],1,https://pbs.twimg.com/media/E2fLu94VIAEqbks.jpg,False,4,0,2,,#notion,,,,,,,[],,,,
30,1398266217102643212,1398266217102643212,1622207619000.0,2021-05-28 18:43:39,+0530,,#Notion のWebクリッパーが楽しくてつい...  ゲームでいう素材回収マラソン的な感じで@nocodelabさんの記事をとりあえず全部拾った結果  記事の数が160個🤩  たくさんの参考になる記事本当にありがとうございます😌  https://t.co/QbPoUW2Aiw,ja,['notion'],[],1256003878589353984,1256003878589353984,micco_catlike,みっこー@効率化×NoCode,5,18,https://twitter.com/micco_catlike/status/1398266217102643212,[],['https://pbs.twimg.com/media/E2ehcncUcAka9Rw.jpg'],1,https://pbs.twimg.com/media/E2ehcncUcAka9Rw.jpg,False,16,0,1,,#notion,,,,,,,[],,,,
31,1398258470617436162,1398258470617436162,1622205772000.0,2021-05-28 18:12:52,+0530,,昨日からいじり倒してるNotionが面白い😊✨  最初は英語だらけでよく分からん！と放置してたけど、YouTubeの解説動画見てから楽しくなってきました！  なんか自分専用のwebサイト作ってる感覚があって面白いです👍  #Notion,ja,['notion'],[],1365666215717298178,1365666215717298178,merosu_web,ググれメロス@web制作×Uber配達員,5,18,https://twitter.com/merosu_web/status/1398258470617436162,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
32,1398247811192401922,1398247811192401922,1622203231000.0,2021-05-28 17:30:31,+0530,,"NotionでのTodo管理メリット  🌈スキマ時間の管理ができる 🌈昨日出来なかった事を一目で可視化 🌈PC,スマホ,タブレット利用可能 🌈自分好みのレイアウトにカスタマイズ  何よりチェックボックスにチェック入れるのが楽しい🙌  #Notion #Todoリスト #Todo #タスク管理 #スキマ時間 #時間管理 #朝活  https://t.co/T0MuelKRrl",ja,"['notion', 'todoリスト', 'todo', 'タスク管理', 'スキマ時間', '時間管理', '朝活']",[],1397486788969603073,1397486788969603073,denden_poipoi,でん⭐プログラミング＆投資勉強中,5,17,https://twitter.com/denden_poipoi/status/1398247811192401922,[],['https://pbs.twimg.com/media/E2eS-QMVoAcJzuu.jpg'],1,https://pbs.twimg.com/media/E2eS-QMVoAcJzuu.jpg,False,3,0,0,,#notion,,,,,,,[],,,,
33,1398240823649701892,1398240823649701892,1622201565000.0,2021-05-28 17:02:45,+0530,,Is this the #Notion upgrade we've been waiting for? Tech overkill or automated simplicity? Let me know what u think... This week’s video is integrating a Notion weekly planner system with Google Calendar sync using the API. #Productivity #timemanagement  https://t.co/JpThQxeP9Q  https://t.co/sSC1LvyKDP,en,"['notion', 'productivity', 'timemanagement']",[],1266440972923273216,1266440972923273216,BetterCreating1,Better Creating,5,17,https://twitter.com/BetterCreating1/status/1398240823649701892,['https://youtu.be/Ek3iWqJAwPU'],['https://pbs.twimg.com/media/E2eMnYdXMAMjRi_.jpg'],1,https://pbs.twimg.com/media/E2eMnYdXMAMjRi_.jpg,False,1,0,1,,#notion,,,,,,,[],,,,
34,1398226989799014402,1398226989799014402,1622198266000.0,2021-05-28 16:07:46,+0530,,Notion 始めました。#Notion  https://t.co/yYbNPogisB,ja,['notion'],[],106059452,106059452,NonkiTakahashi,たかはし のんき,5,16,https://twitter.com/NonkiTakahashi/status/1398226989799014402,['https://www.notion.so/Notion-ddb16d37157e45fda90bf32592eacbc2'],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
35,1398210668008939526,1398210668008939526,1622194375000.0,2021-05-28 15:02:55,+0530,,本日もお疲れ様でした  社内の営業さんが使うツール(めちゃ簡単)を作ってたのですが いよいよ週明けから運用しそうで楽しみです!! #たまには仕事っぽいこと言ってみる #Notion   最近多忙だったので土日はのんびり過ごします➰🛌 来週も宜しくお願いします  #企業公式がお疲れ様を言い合う,ja,"['たまには仕事っぽいこと言ってみる', 'notion', '企業公式がお疲れ様を言い合う']",[],1334018050568323073,1334018050568323073,Playlist0623,Playlist株式会社 ⭐️,5,15,https://twitter.com/Playlist0623/status/1398210668008939526,[],[],0,,False,55,0,0,,#notion,,,,,,,[],,,,
36,1398188841844940800,1398188841844940800,1622189171000.0,2021-05-28 13:36:11,+0530,,#Notion で繰り返しタスクまで管理するのはやりすぎとして、Excelでいうところの結合できてくれたらチームタスクと個人タスクを同じテーブルで見られるのにな…,ja,['notion'],[],728886019739635712,728886019739635712,YamatoMURAGUCHI,Yamato MURAGUCHI,5,13,https://twitter.com/YamatoMURAGUCHI/status/1398188841844940800,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
37,1398186186645123074,1398186186645123074,1622188538000.0,2021-05-28 13:25:38,+0530,,Un’agenda digitale che funziona come il nostro cervello. @silviogulizia #notion #agenda #organizzare #tips #planner #Schedule #venerdì #Friday #centodiecièispirazione #bancamediolanum  https://t.co/tlkXcCmhnx,it,"['notion', 'agenda', 'organizzare', 'tips', 'planner', 'schedule', 'venerdì', 'friday', 'centodiecièispirazione', 'bancamediolanum']",[],4918961597,4918961597,CentodieciBM,Centodieci,5,13,https://twitter.com/CentodieciBM/status/1398186186645123074,['https://bit.ly/3bYEwj1'],[],0,,False,1,0,1,,#notion,,,,,,,[],,,,
38,1398180213607976963,1398180213607976963,1622187114000.0,2021-05-28 13:01:54,+0530,,#Notion メモ Created timeなどの自動で日付を取得して表示する系は、英語表記になってしまう。 これを○月○日などにするときは、一度Created timeで作り、Formulaで以下のように入力すると変換される。あとは、元々出していたCreated timeをhideする。  https://t.co/rvrjd8mXtV,ja,['notion'],[],3594276265,3594276265,kotarosan_,Kotaro Izumida/地元のNoCoder/NoCodeNagasaki,5,13,https://twitter.com/kotarosan_/status/1398180213607976963,[],['https://pbs.twimg.com/media/E2dU-K4VkAIcBrw.jpg'],1,https://pbs.twimg.com/media/E2dU-K4VkAIcBrw.jpg,False,1,0,0,,#notion,,,,,,,[],,,,
39,1398150064040673287,1398150064040673287,1622179926000.0,2021-05-28 11:02:06,+0530,,休日出勤ってなんだか後ろめたいんだけど「休稼申請」とてもいいな❣️ もちろんNotionってところも良いな。 #Notion,ja,['notion'],[],1231727552076451840,1231727552076451840,renjiy2,よねだれんじ（Root-Sea.Inc）,5,11,https://twitter.com/renjiy2/status/1398150064040673287,[],[],0,,False,1,0,0,https://twitter.com/raykataoka/status/1398100741135298561,#notion,,,,,,,[],,,,
40,1398138659002486785,1398138659002486785,1622177207000.0,2021-05-28 10:16:47,+0530,,最近購入したUdemy講座  ・Notion 101  英語の講座で、聞き取りやすい発音でわかりやすかったです。 Udemyはステップバイステップで体系的に学べるのがいいですね。  #Notion #Udemy #Notion101,ja,"['notion', 'udemy', 'notion101']",[],1373750318517788672,1373750318517788672,kayami_blog,かやみー,5,10,https://twitter.com/kayami_blog/status/1398138659002486785,[],[],0,,False,3,0,0,,#notion,,,,,,,[],,,,
41,1398131023385284614,1398131023385284614,1622175386000.0,2021-05-28 09:46:26,+0530,,Googleがnotionに対抗してくるようですね。会社でGoogle契約がある場合は有力な選択肢になりそうです。  notionも①普通の表を作る②Excelと連携③日本語化の３つをクリアしてくれれば、個人的にほぼ不満は無いんですが🤔 #notion  https://t.co/RiTWSGcN6y,ja,['notion'],[],1257534793174016001,1257534793174016001,zeimu_nagoya,小林雄気@仕組みづくり税理士,5,09,https://twitter.com/zeimu_nagoya/status/1398131023385284614,['https://lifehacking.jp/2021/05/google-smart-canvas/'],[],0,,False,23,1,0,,#notion,,,,,,,[],,,,
42,1398096991582887938,1398096991582887938,1622167272000.0,2021-05-28 07:31:12,+0530,,"¿Te gusta lo que hacemos? Si la respuesta es un sí, éstas son las formas en las que pueden apoyarnos:   1) Like + RT en @Twitter  2) Reseñando nuestro trabajo en 👉   https://t.co/7RDa95y14N 3) Apoyándonos en @buymeacoffee 👇   https://t.co/0akT1EsUwi  #Notion #ApoyoCreador",es,"['notion', 'apoyocreador']",[],1371169735971328009,1371169735971328009,notionologia,Notionología,5,07,https://twitter.com/notionologia/status/1398096991582887938,"['https://testimonial.to/notionolog%C3%ADa', 'http://www.buymeacoffee.com/notionologia']",[],0,,False,8,0,3,,#notion,,,,,,,[],,,,
43,1398096817729028098,1398096817729028098,1622167231000.0,2021-05-28 07:30:31,+0530,,Python Weekly - Issue 501  https://t.co/f6q7atykYJ #python #flask #django #docker #pytorch #machinelearning #datascience #deeplearning #postgresql #retool #wsgi #gunicorn #nginx #jupyter #cybersecurity #linux #kindle #notion #tkinter #azure #sonos #serverless  https://t.co/WZXHw1vxzW,en,"['python', 'flask', 'django', 'docker', 'pytorch', 'machinelearning', 'datascience', 'deeplearning', 'postgresql', 'retool', 'wsgi', 'gunicorn', 'nginx', 'jupyter', 'cybersecurity', 'linux', 'kindle', 'notion', 'tkinter', 'azure', 'sonos', 'serverless']",[],373620985,373620985,PythonWeekly,Python Weekly,5,07,https://twitter.com/PythonWeekly/status/1398096817729028098,['https://buff.ly/2SAAV3S'],['https://pbs.twimg.com/media/E2cJpUOXMAAKL3I.png'],1,https://pbs.twimg.com/media/E2cJpUOXMAAKL3I.png,False,11,0,21,,#notion,,,,,,,[],,,,
44,1398094696753242114,1398094696753242114,1622166725000.0,2021-05-28 07:22:05,+0530,,🌄 TODO #nalu_todo  こんにちは  □ 新Webデザイン Day1 □ 🎈 卒制WF作成 下書き、テキスト準備  ️☁ マイペースに過ごす  最近 #notion でのタスク管理のおかげで 目標と進捗のバランスを把握出来て嬉しい  今日も1日頑張りましょう☺︎  #SHElikes #シーライクス #nalu_SHElikes #nalu_ulukahoi,ja,"['nalu_todo', 'notion', 'shelikes', 'シーライクス', 'nalu_shelikes', 'nalu_ulukahoi']",[],1289781962236809217,1289781962236809217,naluSW_jpn,nalu🌞Web design強化月間,5,07,https://twitter.com/naluSW_jpn/status/1398094696753242114,[],[],0,,False,3,0,0,,#notion,,,,,,,[],,,,
45,1398090412460367883,1398090412460367883,1622165704000.0,2021-05-28 07:05:04,+0530,,やべぇ #notion 便利過ぎるかもしれない。,ja,['notion'],[],53025889,53025889,miyabi_ryuji,近藤龍二,5,07,https://twitter.com/miyabi_ryuji/status/1398090412460367883,[],[],0,,False,2,0,0,,#notion,,,,,,,[],,,,
46,1398082975049281537,1398082975049281537,1622163931000.0,2021-05-28 06:35:31,+0530,,イマイチ使い方、利点などがピンと来なくて敬遠していた #notion 。  昨日、bisonさんにご紹介・ご説明いただいて一部とはいえピンと来た。  というわけで、notion はじめてみます。  そして #WorkFlowy は卒業の予定。  そのウチ #Evernote からも卒業しちゃうのかな？,ja,"['notion', 'workflowy', 'evernote']",[],53025889,53025889,miyabi_ryuji,近藤龍二,5,06,https://twitter.com/miyabi_ryuji/status/1398082975049281537,[],[],0,,False,1,0,0,,#notion,,,,,,,[],,,,
47,1398056775576813568,1398056775576813568,1622157684000.0,2021-05-28 04:51:24,+0530,,おはようございます😄 時間の無駄も考え方で結果all right  旦那とのwalkingは時間短縮で運動不足😩 でも時間が短い分朝一番のdeskworkは終わった  自分だけの時間はこれからたっぷり☺️ 今から自分の時間割で動く時間が始まる 今日の成果を　＃Notion　に書けるように 今日も頑張って生きましょう,ja,['notion'],[],2937564552,2937564552,niwamori2020,癒しの庭🐈,5,04,https://twitter.com/niwamori2020/status/1398056775576813568,[],[],0,,False,2,0,0,,#notion,,,,,,,[],,,,
